,country_x,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,cleaned_region,predicted_region,confidence_score,region,avg_gini,change_gini,country_y,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,linked,country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
776,France,FR,2,FRG0,Pays de la Loire,Parliament,2012,NCE,New Centre,Nouveau centre,1255.0,35746.0,2607521.0,1567297.0,1539690.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.302,-0.016000000000000014,FRA,manifesto,31630.0,NC,Nouveau Centre,New Centre,2012.0,2012.0,2.2,2012.0,,,2015-11-17T11:43:49.610512Z,2021-03-12T10:13:38.054457Z,15528.0,2015-11-17T11:49:25.022584Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31630.0,New Centre,NC,60.0,,106.0,4.0,2013.0,0.663,0.523,2.196,0.0,,12.0,577.0,1.0,80.0,2023-1,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,6.944,0.0,0.0,1.667,2.083,0.0,0.0,2.917,0.0,3.194,0.0,0.556,0.0,6.111,2.778,0.0,0.0,0.0,0.0,0.139,0.0,2.917,1.944,0.0,0.0,0.0,0.0,0.139,3.889,7.778,12.639,17.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.972,0.0,6.111,2.222,0.0,0.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.028,2.778,0.0,30.139,0.0,2023a,LT57AQ
780,France,FR,2,FRG0,Pays de la Loire,Parliament,2012,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,13244.0,2607521.0,1567297.0,1539690.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.302,-0.016000000000000014,FRA,manifesto,31230.0,PRG,Parti Radical de Gauche,Left Radical Party,2012.0,2017.0,1.7,2012.0,,,2015-11-17T11:43:53.255785Z,2021-03-12T10:13:38.078108Z,15541.0,2015-11-17T11:49:27.292794Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31230.0,Left Radical Party,PRG,20.0,,106.0,4.0,2013.0,0.663,0.523,1.653,0.0,,12.0,577.0,1.0,80.0,2023-1,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873,9.17,0.0,0.0,2.838,4.367,0.0,0.218,2.838,0.0,0.0,0.0,0.655,0.0,1.965,18.559,0.0,0.0,0.0,0.0,0.0,0.0,3.057,5.022,0.437,2.183,1.092,0.0,3.493,1.965,0.0,7.86,12.882,0.0,4.367,0.0,0.0,0.0,0.0,1.092,1.092,2.183,0.0,0.218,1.965,0.0,7.424,0.218,1.747,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.808,18.996,1.092,20.742,0.0,2023a,S21DRO
781,France,FR,2,FRG0,Pays de la Loire,Parliament,2012,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,10257.0,2607521.0,1567297.0,1539690.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.302,-0.016000000000000014,FRA,manifesto,31421.0,RRRS,Parti Radical,Radical Party,1946.0,2012.0,15.0,1956.0,,,2013-01-01T18:17:09.353Z,2021-03-12T10:13:38.074583Z,1648.0,2013-01-01T18:34:37.134Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31421.0,Radical Party,PR,40.0,,106.0,4.0,2013.0,0.663,0.523,1.237,0.0,,6.0,577.0,1.0,80.0,2023-1,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497,8.042,0.0,0.0,0.0,3.497,1.049,0.0,1.049,0.0,12.937,0.0,0.35,0.0,4.545,5.944,0.0,0.0,0.0,0.0,0.0,0.0,2.098,6.294,0.0,0.0,1.049,0.0,0.0,3.846,1.049,4.196,13.986,0.0,9.091,0.0,5.245,0.0,0.0,0.0,3.147,0.0,0.0,0.0,1.748,0.0,1.399,0.0,2.797,3.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.378,5.944,1.049,18.182,0.0,2023a,CGYO29
782,France,FR,2,FRG0,Pays de la Loire,Parliament,2012,PS,Socialist Party,Parti socialiste,1478.0,504206.0,2607521.0,1567297.0,1539690.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.302,-0.016000000000000014,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31320.0,Socialist Party,PS,30.0,,106.0,4.0,2013.0,0.663,0.523,29.354,0.0,,280.0,577.0,1.0,80.0,2023-1,214.0,0.0,0.467,0.0,0.0,3.271,0.467,0.935,4.673,2.336,0.0,0.0,0.935,7.477,0.467,0.0,2.804,0.0,1.402,0.0,0.0,0.0,4.673,12.617,0.0,0.0,0.0,0.0,0.0,0.0,0.935,5.14,0.0,0.935,2.336,0.0,0.467,3.271,5.607,6.542,11.215,0.0,8.879,0.0,0.0,0.0,0.0,0.467,4.206,0.0,0.467,0.0,1.402,0.0,2.336,0.0,1.402,1.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.71,12.617,2.336,17.757,1.402,2023a,AX5HCN
783,France,FR,2,FRG0,Pays de la Loire,Parliament,2012,UMP,,,1595.0,393237.0,2607521.0,1567297.0,1539690.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.302,-0.016000000000000014,FRA,manifesto,31626.0,UMP,Union pour un Mouvement Populaire,Union for a Popular Movement,2002.0,2017.0,39.5,2007.0,,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21.426Z,2021-03-12T10:13:38.132201Z,1991.0,2013-01-01T18:34:39.125Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31626.0,Union for a Popular Movement,UMP,60.0,,106.0,4.0,2013.0,0.663,0.523,27.116,0.0,,194.0,577.0,1.0,80.0,2023-1,472.0,0.0,0.0,0.0,0.0,1.271,0.0,0.212,8.263,9.746,0.424,0.212,0.0,0.212,0.0,0.0,1.059,0.424,3.39,0.0,0.0,0.0,5.085,2.119,0.0,0.212,0.212,0.0,0.212,0.0,6.992,5.508,0.0,0.0,4.025,0.0,0.0,0.847,3.178,2.754,9.322,3.602,11.441,0.0,5.72,0.0,1.059,0.0,8.051,0.636,0.0,1.907,0.0,0.0,1.695,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.331,2.119,4.025,12.076,0.212,2023a,TXQB92
789,France,FR,2,FRG0,Pays de la Loire,Parliament,2017,FI,Unbowed France,La France Insoumise,5858.0,160816.0,2706546.0,1431864.0,1399055.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.291,0.009000000000000008,FRA,manifesto,31240.0,,La France insoumise,Indomitable France,2017.0,2017.0,11.0,2017.0,,,2018-08-02T13:23:09.556321Z,2021-03-12T10:13:38.000530Z,25077.0,2018-08-02T13:24:38.192952Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31240.0,Indomitable France,,20.0,,335.0,5.0,2017.0,0.758,0.712,11.025,0.0,,17.0,577.0,1.0,121.0,2023-1,1026.0,3.899,0.0,0.0,0.78,0.39,0.487,2.242,3.996,0.097,1.17,2.242,2.729,3.509,0.0,2.047,0.487,0.0,2.047,1.17,2.339,0.0,0.0,6.238,0.0,0.0,2.534,0.0,0.195,1.267,0.0,2.437,2.047,2.047,0.0,0.0,5.166,8.967,1.559,7.018,3.899,0.0,5.361,0.0,3.801,0.39,0.0,1.267,2.339,1.072,0.195,0.39,9.552,0.0,0.682,0.39,0.682,0.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.462,1.267,2.144,0.0,0.195,1.17,1.949,0.39,0.0,0.0,0.0,0.0,0.0,5.166,3.801,0.0,0.0,0.39,2.339,3.411,1.072,0.0,0.195,0.0,0.0,0.39,0.0,0.0,0.682,0.292,-30.019,8.285,0.0,10.916,2.729,2023a,W4J3Y1
790,France,FR,2,FRG0,Pays de la Loire,Parliament,2017,FN,National Front / National Rally,Front National / Rassemblement national,433.0,125644.0,2706546.0,1431864.0,1399055.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.291,0.009000000000000008,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31720.0,National Front,FN,70.0,,335.0,5.0,2017.0,0.758,0.712,13.2,0.0,,8.0,577.0,1.0,121.0,2023-1,239.0,0.0,0.0,0.0,0.0,4.603,0.0,0.0,0.837,0.0,0.837,0.837,1.255,1.674,0.418,0.0,0.837,0.0,4.184,0.0,0.0,0.837,1.674,3.766,0.837,0.0,5.439,0.0,0.418,1.255,0.0,3.347,1.674,1.255,0.837,0.0,2.51,2.092,3.766,5.858,6.276,0.0,4.184,0.0,9.205,0.0,2.092,0.418,12.971,0.0,0.0,3.347,6.276,0.0,2.092,1.674,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.837,0.837,0.0,0.0,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,5.439,3.766,0.0,0.0,12.971,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.837,0.0,2.092,0.0,1.674,6.276,1.674,12.134,0.0,2023a,BHIFOG
794,France,FR,2,FRG0,Pays de la Loire,Parliament,2017,PCF,French Communist Party,Parti communiste francaise,1251.0,19612.0,2706546.0,1431864.0,1399055.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.291,0.009000000000000008,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31220.0,French Communist Party,PCF,20.0,,335.0,5.0,2017.0,0.758,0.712,2.717,0.0,,10.0,577.0,1.0,121.0,2023-1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,5.556,0.0,0.0,0.0,0.0,0.0,0.0,16.667,0.0,0.0,2.778,0.0,0.0,0.0,0.0,0.0,2.778,0.0,5.556,8.333,0.0,0.0,0.0,8.333,0.0,0.0,8.333,0.0,0.0,0.0,0.0,2.778,0.0,0.0,0.0,2.778,2.778,0.0,0.0,27.778,0.0,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,2.778,0.0,0.0,2.778,13.889,2.778,0.0,0.0,0.0,0.0,0.0,8.333,2.778,0.0,0.0,0.0,2.778,0.0,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,-16.667,11.111,0.0,8.333,0.0,2023a,MVTMAS
795,France,FR,2,FRG0,Pays de la Loire,Parliament,2017,PS,Socialist Party,Parti socialiste,1478.0,124091.0,2706546.0,1431864.0,1399055.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.291,0.009000000000000008,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31320.0,Socialist Party,PS,30.0,,335.0,5.0,2017.0,0.758,0.712,7.441,0.0,,30.0,577.0,1.0,121.0,2023-1,76.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263,0.0,0.0,0.0,3.947,0.0,1.316,0.0,0.0,1.316,2.632,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,5.263,1.316,0.0,0.0,0.0,7.895,3.947,3.947,9.211,17.105,0.0,7.895,0.0,0.0,0.0,0.0,1.316,11.842,0.0,0.0,0.0,9.211,0.0,1.316,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,1.316,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.895,0.0,0.0,0.0,0.0,11.842,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,-28.947,1.316,0.0,26.316,0.0,2023a,8Y3RFH
797,France,FR,2,FRG0,Pays de la Loire,Parliament,2017,REM,The Republic Onwards!,La Republique En Marche!,5857.0,400997.0,2706546.0,1431864.0,1399055.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.291,0.009000000000000008,FRA,manifesto,31425.0,,La République En Marche!,Republic Onwards!,2017.0,2017.0,28.2,2017.0,,,2018-08-02T13:22:56.106128Z,2021-03-12T10:13:38.005105Z,25028.0,2018-08-02T13:22:56.138250Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31425.0,Republic Onwards!,LREM,40.0,,335.0,5.0,2017.0,0.758,0.712,28.212,0.0,,308.0,577.0,1.0,121.0,2023-1,362.0,0.0,0.0,0.0,0.0,1.381,0.0,0.0,0.0,4.696,0.0,0.0,1.105,4.144,0.0,0.829,0.276,0.552,9.116,2.762,0.276,1.934,3.039,1.381,0.552,1.105,1.105,0.0,0.0,0.0,0.276,4.696,0.0,0.0,2.762,0.0,2.486,3.039,1.105,11.878,5.249,0.829,6.906,0.0,4.972,0.276,0.0,0.276,6.354,2.21,1.934,0.829,5.525,0.0,3.315,0.552,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.276,1.934,0.0,1.381,0.829,0.276,0.0,0.0,0.0,0.0,0.0,0.0,2.486,4.144,0.829,0.0,0.276,6.354,0.0,1.657,0.552,1.934,0.0,0.0,0.0,0.829,0.0,3.315,0.0,0.0,1.934,4.696,17.127,0.0,2023a,ZXD4H9
798,France,FR,2,FRG0,Pays de la Loire,Parliament,2017,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,58424.0,2706546.0,1431864.0,1399055.0,pays de la loire,Pays de la Loir,0.8470597114451391,Pays de la Loir,0.291,0.009000000000000008,FRA,manifesto,31430.0,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,2017.0,2017.0,3.0,2017.0,,,2018-08-02T13:23:06.900048Z,2021-03-12T10:13:38.122828Z,25072.0,2018-08-02T13:23:06.930088Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31430.0,Union of Democrats and Independents,UDI,40.0,,335.0,5.0,2017.0,0.758,0.712,3.034,0.0,,18.0,577.0,2.0,121.0,2023-1,257.0,0.0,0.0,0.0,0.0,1.556,0.0,0.0,0.0,2.335,1.167,0.389,0.389,2.335,0.778,0.0,0.778,0.0,5.447,0.389,7.393,2.335,3.502,0.389,0.0,0.0,1.946,0.0,0.0,0.0,1.167,0.778,0.0,0.0,2.724,0.0,0.389,4.28,0.778,7.393,6.226,1.167,4.28,0.0,7.393,0.389,0.778,0.778,8.56,0.778,0.0,0.778,8.56,1.167,3.502,3.113,0.778,3.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,1.946,0.0,0.0,0.389,5.447,1.946,0.0,0.0,0.0,0.0,0.0,0.389,3.113,4.28,0.0,0.389,8.56,0.0,0.778,0.0,0.0,0.0,0.0,0.778,0.0,0.0,3.502,0.0,13.619,0.389,5.058,13.619,0.0,2023a,OCTE9L
800,France,FR,2,FRH0,Bretagne,Parliament,1997,FN,National Front / National Rally,Front National / Rassemblement national,433.0,112130.0,2067733.0,1449966.0,1384246.0,bretagne,Bretagne,1.0,Bretagne,0.287,0.011999999999999955,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31720.0,National Front,FN,70.0,,106.0,999.0,1997.0,,,14.932,0.0,,1.0,577.0,1.0,10.0,,75.0,4.0,0.0,0.0,0.0,5.333,0.0,0.0,0.0,0.0,4.0,1.333,4.0,5.333,0.0,0.0,0.0,0.0,0.0,1.333,0.0,2.667,4.0,1.333,0.0,0.0,5.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333,0.0,0.0,8.0,0.0,0.0,0.0,1.333,0.0,0.0,17.333,0.0,14.667,0.0,12.0,0.0,0.0,0.0,0.0,1.333,4.0,0.0,0.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.667,1.333,4.0,0.0,0.0,2023a,KE5A65
804,France,FR,2,FRH0,Bretagne,Parliament,1997,PCF,French Communist Party,Parti communiste francaise,1251.0,115171.0,2067733.0,1449966.0,1384246.0,bretagne,Bretagne,1.0,Bretagne,0.287,0.011999999999999955,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31220.0,French Communist Party,PCF,20.0,,106.0,999.0,1997.0,,,9.901,0.0,,37.0,577.0,1.0,10.0,,70.0,11.429,0.0,0.0,1.429,0.0,1.429,4.286,0.0,0.0,0.0,4.286,1.429,5.714,0.0,0.0,0.0,0.0,0.0,1.429,0.0,0.0,1.429,0.0,0.0,0.0,0.0,0.0,1.429,8.571,0.0,0.0,1.429,7.143,0.0,0.0,0.0,2.857,1.429,14.286,11.429,0.0,2.857,0.0,0.0,0.0,0.0,0.0,4.286,0.0,0.0,0.0,4.286,0.0,2.857,0.0,4.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.857,1.429,0.0,25.714,5.714,2023a,KYPNEO
806,France,FR,2,FRH0,Bretagne,Parliament,1997,PS,Socialist Party,Parti socialiste,1478.0,420963.0,2067733.0,1449966.0,1384246.0,bretagne,Bretagne,1.0,Bretagne,0.287,0.011999999999999955,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31320.0,Socialist Party,PS,30.0,,106.0,999.0,1997.0,,,25.484,0.0,,246.0,577.0,1.0,10.0,,143.0,11.189,3.497,0.0,0.699,0.0,0.0,0.699,0.699,11.888,0.0,0.0,4.196,9.091,0.0,0.0,0.0,0.0,2.098,0.0,0.0,0.0,4.196,1.399,0.0,0.0,0.0,0.0,0.0,2.797,0.699,2.797,0.0,2.098,0.0,0.0,0.0,4.196,2.797,11.888,4.196,0.699,6.993,0.0,0.0,0.0,0.0,0.0,3.497,0.0,0.0,0.0,0.0,0.0,3.497,0.0,2.098,2.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.287,1.399,0.0,16.084,0.699,2023a,B4HN4D
